Date,Max Temp,Min Temp,Precip (in.),Snowfall (in.),Total Precip (in.),Daily Mean AQI,Daily Mean PM2.5 (ug/m^3)
8/15/2017,85,56,0.14,0,0.14,23,5.5
8/16/2017,76,57,0,0,0,24,5.8
8/17/2017,87,55,0,0,0,26,6.2
8/18/2017,89,56,0,0,0,36,8.7
8/19/2017,95,61,0,0,0,28,6.6
8/20/2017,89,60,0,0,0,30,7.3
8/21/2017,87,61,0,0,0,44,10.5
8/22/2017,88,56,0,0,0,51,12.1
8/23/2017,91,59,0,0,0,29,7
8/24/2017,88,56,0,0,0,20,4.8
8/25/2017,90,58,0,0,0,22,5.3
8/26/2017,93,59,0,0,0,28,6.6
8/27/2017,86,62,0,0,0,40,9.5
8/28/2017,90,59,0,0,0,50,12
8/29/2017,93,63,0,0,0,52,12.8
8/30/2017,92,56,0,0,0,54,13.6
8/31/2017,89,61,0,0,0,51,12.1
9/1/2017,87,59,0,0,0,56,14.5
9/2/2017,90,58,0,0,0,76,24
9/3/2017,97,61,0,0,0,54,13.7
9/4/2017,94,56,0,0,0,124,44.9
9/5/2017,71,49,0,0,0,48,11.5
9/6/2017,81,50,0,0,0,62,17.2
9/7/2017,86,55,0,0,0,63,18
9/8/2017,85,55,0,0,0,69,20.6
9/9/2017,92,58,0,0,0,46,11.1
9/10/2017,90,62,0,0,0,31,7.4
9/11/2017,88,58,0,0,0,35,8.3
9/12/2017,92,59,0,0,0,28,6.7
9/13/2017,91,61,0,0,0,29,7
9/14/2017,90,60,0,0,0,20,4.8
9/15/2017,84,50,0,0,0,25,5.9
9/16/2017,70,46,0,0,0,19,4.6
9/17/2017,74,46,0.02,0,0.02,31,7.5
9/18/2017,82,49,0,0,0,24,5.7
9/19/2017,89,42,0,0,0,19,4.6
9/20/2017,80,40,0,0,0,25,5.9
9/21/2017,92,57,0,0,0,27,6.5
9/22/2017,86,49,0,0,0,30,7.2
9/23/2017,54,44,0.83,0,0.83,25,6.1
9/24/2017,50,45,0.05,0,0.05,7,1.7
9/25/2017,55,43,0.04,0,0.04,14,3.3
9/26/2017,63,44,0,0,0,29,7
9/27/2017,55,49,0.06,0,0.06,35,8.3
9/28/2017,62,47,0.26,0,0.26,15,3.5
9/29/2017,67,42,0,0,0,37,8.8
9/30/2017,72,44,0,0,0,22,5.3
10/1/2017,75,45,0.19,0,0.19,12,2.8
10/2/2017,47,37,0.19,0,0.19,18,4.2
10/3/2017,61,34,0,0,0,18,4.2
10/4/2017,73,50,0,0,0,40,9.5
10/5/2017,65,51,0,0,0,29,7
10/6/2017,66,45,0,0,0,23,5.4
10/7/2017,78,45,0,0,0,17,4.1
10/8/2017,67,33,0.21,0,0.21,13,3
10/9/2017,36,29,0.35,2.8,3.15,15,3.6
10/10/2017,59,29,0,0,0,19,4.6
10/11/2017,72,29,0,0,0,46,11.1
10/12/2017,78,41,0,0,0,39,9.4
10/13/2017,65,35,0,0,0,54,13.6
10/14/2017,57,27,0,0,0,30,7.1
10/15/2017,64,24,0,0,0,24,5.8
10/16/2017,78,39,0,0,0,21,5
10/17/2017,77,41,0,0,0,21,5.1
10/18/2017,77,45,0,0,0,30,7.1
10/19/2017,75,42,0,0,0,55,13.8
10/20/2017,77,46,0,0,0,33,7.8
10/21/2017,53,30,0,0,0,10,2.5
10/22/2017,70,34,0,0,0,11,2.6
10/23/2017,63,34,0,0,0,17,4.1
10/24/2017,62,24,0,0,0,17,4.1
10/25/2017,84,47,0,0,0,18,4.2
10/26/2017,59,25,0,0,0,18,4.4
10/27/2017,41,13,0,0,0,22,5.2
10/28/2017,58,39,0,0,0,19,4.5
10/29/2017,73,39,0,0,0,13,3.2
10/30/2017,38,29,0.02,0,0.02,13,3.2
10/31/2017,52,26,0,0,0,34,8.2
11/1/2017,68,40,0,0,0,25,5.9
11/2/2017,47,27,0,0,0,20,4.8
11/3/2017,59,24,0,0,0,61,16.8
11/4/2017,72,32,0,0,0,21,5.1
11/5/2017,52,27,0,0,0,27,6.4
11/6/2017,45,28,0,0,0,45,10.8
11/7/2017,36,24,0.04,0,0.04,17,4.1
11/8/2017,61,25,0,0,0,51,12.3
11/9/2017,49,23,0,0,0,68,20.4
11/10/2017,60,24,0,0,0,92,31.7
11/11/2017,60,30,0,0,0,45,10.8
11/12/2017,59,22,0,0,0,33,8
11/13/2017,73,37,0,0,0,30,7.3
11/14/2017,68,32,0,0,0,28,6.7
11/15/2017,59,22,0,0,0,22,5.3
11/16/2017,74,29,0,0,0,22,5.3
11/17/2017,68,37,0.23,0,0.23,11,2.6
11/18/2017,45,24,0,0,0,10,2.5
11/19/2017,61,23,0,0,0,16,3.9
11/20/2017,69,30,0,0,0,11,2.7
11/21/2017,55,30,0.02,0,0.02,17,4
11/22/2017,69,31,0,0,0,24,5.7
11/23/2017,72,44,0,0,0,9,2.1
11/24/2017,71,33,0,0,0,10,2.5
11/25/2017,62,33,0,0,0,17,4.1
11/26/2017,74,36,0,0,0,18,4.2
11/27/2017,81,39,0,0,0,23,5.6
11/28/2017,46,28,0,0,0,15,3.7
11/29/2017,65,24,0,0,0,51,12.1
11/30/2017,54,24,0,0,0,48,11.5
12/1/2017,62,31,0,0,0,28,6.6
12/2/2017,66,30,0,0,0,36,8.6
12/3/2017,67,35,0,0,0,25,6
12/4/2017,51,14,0,0,0,10,2.5
12/5/2017,51,15,0,0,0,18,4.2
12/6/2017,38,15,0,0,0,15,3.5
12/7/2017,36,11,0,0,0,20,4.9
12/8/2017,57,35,0,0,0,14,3.4
12/9/2017,61,31,0,0,0,15,3.7
12/10/2017,62,34,0,0,0,19,4.6
12/11/2017,57,25,0,0,0,24,5.7
12/12/2017,69,29,0,0,0,21,5
12/13/2017,51,28,0,0,0,25,6
12/14/2017,38,20,0.03,0.4,0.43,29,7
12/15/2017,63,22,0,0,0,24,5.7
12/16/2017,51,28,0,0,0,32,7.7
12/17/2017,41,22,0,0,0,49,11.7
12/18/2017,56,18,0,0,0,56,14.4
12/19/2017,55,21,0,0,0,50,11.9
12/20/2017,66,29,0,0,0,25,6
12/21/2017,37,4,0.07,0.7,0.77,29,7
12/22/2017,45,6,0,0,0,50,12
12/23/2017,41,7,0.1,2.3,2.4,54,13.5
12/25/2017,19,2,0,0,0,36,8.7
12/26/2017,10,4,0.01,0.6,0.61,26,6.2
1/8/2018,49,24,0,0,0,103,36.3
1/9/2018,68,34,0,0,0,47,11.3
1/10/2018,57,24,0.17,0,0.17,38,9
1/11/2018,43,21,0,0,0,19,4.5
1/12/2018,46,24,0.03,0,0.03,21,5.1
1/13/2018,48,19,0,0,0,27,6.5
1/14/2018,56,21,0,0,0,26,6.2
1/15/2018,30,-3,0.03,0.7,0.73,9,2.2
1/16/2018,34,-4,0,0,0,7,1.6
1/17/2018,51,15,0,0,0,56,14.7
1/18/2018,65,28,0,0,0,34,8.2
1/19/2018,67,35,0,0,0,38,9
1/20/2018,48,27,0,0,0,34,8.2
1/21/2018,28,23,0.3,5.7,6,11,2.7
1/22/2018,44,9,0,0,0,9,2.2
1/23/2018,37,14,0,0,0,13,3.2
1/24/2018,47,18,0,0,0,36,8.6
1/25/2018,54,28,0,0,0,21,5.1
1/26/2018,40,17,0,0,0,14,3.4
1/27/2018,45,16,0,0,0,16,3.9
1/28/2018,52,19,0,0,0,14,3.4
1/29/2018,58,22,0,0,0,30,7.2
1/30/2018,63,38,0,0,0,29,7
1/31/2018,54,24,0,0,0,27,6.5
2/1/2018,34,18,0.02,0,0.02,20,4.8
2/2/2018,60,22,0,0,0,71,21.5
2/3/2018,58,31,0,0,0,9,2.2
2/4/2018,47,10,0,0,0,34,8.1
2/5/2018,56,21,0,0,0,14,3.3
2/6/2018,47,21,0,0,0,37,8.8
2/7/2018,53,16,0,0,0,25,6
2/8/2018,61,35,0,0,0,16,3.9
2/9/2018,48,16,0,0,0,37,8.8
2/10/2018,17,9,0.14,2.2,2.34,51,12.1
2/11/2018,43,0,0,0,0,48,11.4
2/12/2018,25,14,0,0,0,58,15.2
2/13/2018,58,17,0,0,0,55,13.8
2/14/2018,66,34,0,0,0,33,7.8
2/15/2018,48,16,0.02,0.2,0.22,22,5.2
2/16/2018,42,7,0,0,0,41,9.8
2/17/2018,56,24,0,0,0,19,4.5
2/18/2018,69,20,0,0,0,18,4.3
2/19/2018,20,3,0.11,2.9,3.01,23,5.5
2/21/2018,22,-7,0,0,0,13,3
2/22/2018,26,8,0.02,0.9,0.92,92,31.7
2/23/2018,35,8,0,0,0,83,27.5
2/24/2018,36,15,0,0,0,28,6.7
2/25/2018,41,15,0,0,0,14,3.4
2/26/2018,57,18,0,0,0,44,10.5
2/27/2018,56,21,0,0,0,47,11.3
2/28/2018,50,21,0,0,0,31,7.5
3/1/2018,59,18,0,0,0,49,11.7
3/2/2018,70,26,0,0,0,25,5.9
3/3/2018,71,42,0,0,0,19,4.5
3/4/2018,68,30,0,0,0,10,2.5
3/5/2018,42,25,0,0,0,7,1.6
3/6/2018,46,15,0,0,0,13,3.2
3/7/2018,51,13,0,0,0,28,6.7
3/8/2018,64,24,0,0,0,22,5.2
3/9/2018,65,31,0,0,0,26,6.3
3/10/2018,52,24,0,0,0,15,3.6
3/11/2018,49,16,0,0,0,20,4.8
3/12/2018,57,23,0,0,0,40,9.7
3/13/2018,58,26,0,0,0,32,7.7
3/14/2018,67,30,0,0,0,28,6.7
3/15/2018,67,34,0.04,0,0.04,23,5.6
3/16/2018,56,28,0,0,0,13,3.2
3/17/2018,64,25,0,0,0,17,4
3/18/2018,52,31,0.33,0.7,1.03,22,5.2
3/19/2018,46,27,0,0,0,15,3.6
3/20/2018,52,25,0,0,0,13,3.1
3/21/2018,62,26,0,0,0,19,4.5
3/22/2018,73,36,0,0,0,15,3.7
3/23/2018,72,38,0,0,0,13,3.1
3/24/2018,68,30,0,0,0,12,2.8
3/25/2018,66,31,0,0,0,21,5.1
3/26/2018,55,32,0.27,1.5,1.77,34,8.2
3/27/2018,47,24,0.05,0.6,0.65,14,3.4
3/28/2018,46,30,0.31,2,2.31,17,4
3/29/2018,47,24,0.02,0,0.02,20,4.9
3/30/2018,63,25,0,0,0,21,5.1
3/31/2018,59,23,0,0,0,14,3.3
4/1/2018,54,23,0,0,0,38,9
4/2/2018,74,29,0,0,0,30,7.3
4/3/2018,48,27,0,0,0,13,3.2
4/4/2018,62,24,0,0,0,27,6.4
4/5/2018,65,33,0,0,0,23,5.4
4/6/2018,43,21,0.05,0,0.05,18,4.4
4/7/2018,58,22,0,0,0,47,11.2
4/8/2018,64,40,0.03,0,0.03,8,2
4/9/2018,55,33,0.11,0,0.11,12,2.8
4/10/2018,71,32,0,0,0,20,4.8
4/11/2018,79,46,0,0,0,30,7.2
4/12/2018,79,37,0.05,0,0.05,30,7.1
4/13/2018,44,30,0.05,0,0.05,9,2.2
4/14/2018,56,27,0,0,0,8,2
4/15/2018,61,26,0,0,0,17,4
4/16/2018,73,34,0,0,0,31,7.5
4/17/2018,73,34,0,0,0,25,6
4/18/2018,56,25,0,0,0,11,2.7
4/19/2018,69,27,0,0,0,24,5.8
4/20/2018,60,33,0.13,0,0.13,26,6.2
4/21/2018,39,31,0.34,1.3,1.64,25,6
4/22/2018,65,31,0,0,0,35,8.3
4/23/2018,73,38,0,0,0,30,7.3
4/24/2018,40,32,0.1,0.2,0.3,15,3.5
4/25/2018,66,31,0,0,0,21,5
4/26/2018,59,36,0,0,0,30,7.3
4/27/2018,73,34,0,0,0,35,8.4
4/28/2018,80,42,0,0,0,37,8.9
4/29/2018,83,50,0,0,0,21,5.1
4/30/2018,73,46,0,0,0,40,9.5
5/1/2018,69,41,0,0,0,23,5.4
5/2/2018,52,40,0.45,0,0.45,19,4.6
5/3/2018,52,40,0.49,0,0.49,9,2.2
5/4/2018,69,41,0,0,0,25,5.9
5/5/2018,75,48,0,0,0,28,6.8
5/6/2018,80,47,0,0,0,30,7.2
5/7/2018,80,49,0,0,0,35,8.5
5/8/2018,77,48,0,0,0,24,5.8
5/9/2018,80,46,0,0,0,39,9.3
5/10/2018,90,50,0,0,0,38,9.1
5/11/2018,80,44,0.01,0,0.01,34,8.1
5/12/2018,66,50,0,0,0,22,5.2
5/13/2018,61,49,0.35,0,0.35,23,5.5
5/14/2018,65,49,0.34,0,0.34,18,4.4
5/15/2018,77,45,0,0,0,20,4.7
5/16/2018,81,51,0,0,0,24,5.7
5/17/2018,86,51,0,0,0,34,8.2
5/18/2018,65,50,0.03,0,0.03,28,6.8
5/19/2018,51,41,0.1,0,0.1,7,1.7
5/20/2018,58,40,0,0,0,13,3
5/21/2018,79,42,0,0,0,31,7.5
5/22/2018,81,48,0,0,0,34,8.1
5/23/2018,82,47,0,0,0,33,8
5/24/2018,86,52,0,0,0,30,7.3
5/25/2018,91,54,0,0,0,28,6.6
5/26/2018,94,55,0,0,0,31,7.5
5/27/2018,87,57,0,0,0,34,8.1
5/28/2018,70,51,0.09,0,0.09,20,4.7
5/29/2018,78,46,0,0,0,21,5
5/30/2018,84,48,0,0,0,23,5.5
5/31/2018,92,50,0,0,0,24,5.7
6/1/2018,92,54,0,0,0,25,5.9
6/2/2018,79,44,0,0,0,21,5
6/3/2018,79,48,0,0,0,30,7.2
6/4/2018,93,57,0,0,0,33,7.9
6/5/2018,95,60,0,0,0,33,7.8
6/6/2018,95,61,0,0,0,44,10.5
6/7/2018,92,58,0,0,0,31,7.4
6/8/2018,96,57,0,0,0,32,7.6
6/9/2018,95,61,0,0,0,33,7.9
6/10/2018,97,61,0,0,0,32,7.6
6/11/2018,82,51,0,0,0,40,9.7
6/12/2018,87,56,0,0,0,43,10.2
6/13/2018,94,57,0,0,0,42,10
6/14/2018,97,66,0,0,0,59,15.7
6/15/2018,95,61,0.01,0,0.01,51,12.3
6/16/2018,87,58,0.02,0,0.02,43,10.3
6/17/2018,77,56,0.25,0,0.25,22,5.2
6/18/2018,82,54,0.02,0,0.02,19,4.5
6/19/2018,79,55,0,0,0,18,4.2
6/20/2018,78,51,0,0,0,21,5
6/23/2018,89,51,0,0,0,24,5.7
6/24/2018,70,51,0.13,0,0.13,17,4.1
6/25/2018,83,48,0,0,0,23,5.4
6/26/2018,97,56,0,0,0,31,7.5
6/27/2018,101,64,0,0,0,40,9.7
6/28/2018,105,63,0,0,0,35,8.5
6/29/2018,97,66,0,0,0,47,11.2
6/30/2018,76,51,0,0,0,30,7.1
7/1/2018,90,47,0,0,0,30,7.2
7/2/2018,95,56,0.02,0,0.02,37,8.8
7/3/2018,99,57,0,0,0,53,13.2
7/4/2018,93,58,0,0,0,56,14.4
7/8/2018,98,67,0,0,0,33,7.9
7/9/2018,95,63,0,0,0,27,6.5
7/10/2018,98,64,0,0,0,29,7
7/11/2018,96,60,0,0,0,33,7.9
7/12/2018,88,62,0,0,0,30,7.3
7/13/2018,90,61,0,0,0,28,6.7
7/14/2018,97,64,0,0,0,30,7.1
7/15/2018,75,59,0.21,0,0.21,30,7.1
7/16/2018,91,59,0.07,0,0.07,32,7.6
7/17/2018,88,60,0,0,0,27,6.4
7/18/2018,95,63,0,0,0,34,8.1
7/19/2018,98,64,0,0,0,37,8.8
7/20/2018,97,66,0,0,0,39,9.4
7/21/2018,97,68,0,0,0,42,10.1
7/22/2018,95,65,0,0,0,38,9
7/23/2018,78,63,0.43,0,0.43,33,7.9
7/24/2018,90,63,0.13,0,0.13,32,7.6
7/25/2018,80,60,0.08,0,0.08,33,8
7/26/2018,83,58,0.08,0,0.08,21,5.1
7/27/2018,85,58,0,0,0,27,6.4
7/28/2018,79,56,0.01,0,0.01,35,8.5
7/29/2018,84,56,0,0,0,35,8.3
7/30/2018,79,55,0,0,0,27,6.4
7/31/2018,87,54,0,0,0,34,8.1
8/1/2018,85,60,0,0,0,51,12.2
8/2/2018,93,56,0,0,0,64,18.2
8/3/2018,84,64,0.09,0,0.09,51,12.1
8/4/2018,95,62,0,0,0,35,8.3
8/5/2018,88,63,0,0,0,36,8.7
8/6/2018,84,58,0.31,0,0.31,35,8.5
8/7/2018,88,56,0.06,0,0.06,42,10.1
8/8/2018,83,57,0,0,0,34,8.1
8/9/2018,88,56,0,0,0,36,8.7
8/10/2018,88,62,0,0,0,38,9
8/11/2018,92,59,0,0,0,29,6.9
8/12/2018,90,61,0,0,0,48,11.4
8/13/2018,89,53,0,0,0,61,17
8/14/2018,84,58,0.38,0,0.38,45,10.7
8/15/2018,88,62,0,0,0,56,14.7
8/16/2018,89,59,0,0,0,62,17.5
8/17/2018,89,63,0,0,0,54,13.4
8/18/2018,79,57,0.07,0,0.07,34,8.2
8/19/2018,72,51,0.01,0,0.01,49,11.7
8/20/2018,76,46,0,0,0,112,40
8/21/2018,80,53,0,0,0,67,19.9
8/22/2018,81,56,0,0,0,57,15.1
8/23/2018,89,58,0,0,0,46,11
8/24/2018,90,61,0,0,0,68,20.2
8/25/2018,92,61,0,0,0,45,10.9
8/26/2018,94,60,0.01,0,0.01,10,2.3
8/27/2018,93,62,0,0,0,21,5.1
8/28/2018,75,50,0,0,0,36,8.7
8/29/2018,91,54,0,0,0,35,8.3
8/30/2018,92,60,0,0,0,26,6.3
8/31/2018,90,61,0,0,0,19,4.6
9/1/2018,88,53,0,0,0,15,3.7
9/2/2018,82,57,0,0,0,36,8.7
9/3/2018,82,58,0,0,0,33,8
9/4/2018,83,56,0,0,0,36,8.6
9/5/2018,70,54,0.07,0,0.07,29,6.9
9/6/2018,78,51,0,0,0,27,6.5
9/7/2018,75,52,0.01,0,0.01,23,5.4
9/8/2018,86,52,0,0,0,28,6.8
9/9/2018,88,55,0,0,0,22,5.3
9/10/2018,93,55,0,0,0,25,6
9/11/2018,93,60,0,0,0,27,6.5
9/12/2018,93,62,0,0,0,29,6.9
9/13/2018,96,64,0,0,0,22,5.3
9/14/2018,92,60,0,0,0,23,5.6
9/15/2018,94,58,0,0,0,27,6.5
9/16/2018,93,60,0,0,0,26,6.2
9/17/2018,92,64,0,0,0,33,8
9/18/2018,91,59,0,0,0,37,8.8
9/19/2018,84,59,0.08,0,0.08,37,8.9
9/20/2018,84,52,0.01,0,0.01,28,6.7
9/21/2018,79,44,0,0,0,25,5.9
9/22/2018,86,49,0,0,0,33,7.8
9/23/2018,88,56,0,0,0,31,7.5
9/24/2018,80,54,0.01,0,0.01,23,5.4
9/25/2018,64,36,0,0,0,16,3.9
9/26/2018,73,42,0,0,0,25,6.1
9/27/2018,80,49,0,0,0,30,7.1
9/28/2018,50,37,0,0,0,25,6.1
9/29/2018,84,36,0,0,0,30,7.2
9/30/2018,61,40,0,0,0,27,6.4
10/1/2018,71,43,0,0,0,54,13.4
10/2/2018,81,52,0,0,0,33,8
10/3/2018,86,47,0,0,0,24,5.7
10/4/2018,68,47,0,0,0,24,5.7
10/5/2018,75,37,0.08,0,0.08,27,6.5
10/6/2018,61,33,0.16,0.5,0.66,20,4.8
10/7/2018,47,38,0.31,0,0.31,20,4.7
10/8/2018,40,36,0.07,0,0.07,7,1.7
10/9/2018,38,34,0.03,0,0.03,13,3.1
10/10/2018,37,31,0,0,0,11,2.7
10/11/2018,48,34,0.01,0,0.01,42,10.1
10/12/2018,64,32,0,0,0,33,8
10/13/2018,63,26,0.02,0,0.02,13,3.2
10/14/2018,27,20,0.09,2.7,2.79,17,4
10/15/2018,48,18,0,0,0,19,4.5
10/17/2018,61,36,0,0,0,16,3.9
10/18/2018,69,40,0,0,0,13,3.2
10/19/2018,67,40,0,0,0,20,4.9
10/20/2018,70,38,0,0,0,20,4.8
10/21/2018,74,41,0,0,0,17,4
10/22/2018,74,44,0,0,0,25,6.1
10/23/2018,70,44,0,0,0,54,13.7
10/24/2018,60,42,0,0,0,44,10.5
10/25/2018,66,43,0,0,0,29,6.9
10/26/2018,69,37,0,0,0,25,6.1
10/27/2018,73,42,0,0,0,14,3.3
10/28/2018,77,34,0,0,0,18,4.2
10/29/2018,79,40,0,0,0,23,5.6
10/30/2018,43,33,0.22,0,0.22,16,3.8
10/31/2018,46,30,0,0,0,20,4.9
11/1/2018,55,34,0,0,0,18,4.4
11/2/2018,65,29,0,0,0,15,3.5
11/3/2018,54,30,0.03,0,0.03,11,2.6
11/4/2018,56,26,0,0,0,9,2.1
11/5/2018,56,27,0,0,0,12,2.9
11/6/2018,51,26,0,0,0,16,3.9
11/7/2018,44,27,0,0,0,36,8.7
11/8/2018,38,19,0,0,0,52,12.7
11/9/2018,49,15,0,0,0,52,12.5
11/10/2018,58,27,0,0,0,37,8.9
11/11/2018,30,22,0.17,1.8,1.97,15,3.6
11/12/2018,25,10,0.03,0.8,0.83,28,6.7
11/13/2018,48,12,0,0,0,26,6.3
11/14/2018,63,34,0,0,0,28,6.8
11/15/2018,59,31,0,0,0,34,8.2
11/16/2018,55,32,0,0,0,36,8.6
11/17/2018,34,20,0.04,0.2,0.24,8,2
11/18/2018,48,19,0,0,0,24,5.8
11/19/2018,49,21,0,0,0,33,7.9
11/20/2018,58,22,0,0,0,31,7.5
11/21/2018,61,30,0,0,0,21,5
11/22/2018,61,36,0,0,0,14,3.4
11/23/2018,53,29,0,0,0,7,1.7
11/24/2018,59,27,0.03,0.7,0.73,18,4.4
11/25/2018,41,17,0,0,0,12,2.8
11/26/2018,51,20,0,0,0,32,7.7
11/27/2018,55,24,0,0,0,48,11.4
11/28/2018,58,29,0,0,0,16,3.8
11/29/2018,49,29,0,0,0,34,8.2
11/30/2018,35,26,0.05,1,1.05,56,14.6
12/1/2018,44,20,0,0,0,33,8
12/2/2018,37,15,0,0,0,13,3.1
12/3/2018,34,19,0,0,0,33,8
12/4/2018,38,14,0,0,0,17,4
12/5/2018,49,16,0,0,0,26,6.2
12/6/2018,31,18,0,0,0,42,10.1
12/7/2018,43,18,0,0,0,61,16.7
12/8/2018,49,19,0,0,0,47,11.2
12/9/2018,45,17,0,0,0,43,10.3
12/10/2018,59,16,0,0,0,43,10.3
12/11/2018,59,26,0,0,0,23,5.4
12/12/2018,57,32,0,0,0,13,3.1
12/13/2018,40,21,0,0,0,14,3.4
12/14/2018,54,19,0,0,0,29,7
12/15/2018,55,28,0,0,0,42,10
12/16/2018,60,25,0,0,0,25,6
